Pays;Arrivées;Nuitées;Année.mois;Région
Canada;4251;10198;01.09.2021;Suisse total
Chili;352;727;01.09.2021;Suisse total
Chine (sans Hongkong);1396;5285;01.09.2021;Suisse total
Chine (Taiwan);205;509;01.09.2021;Suisse total
Chypre;349;996;01.09.2021;Suisse total
Croatie;593;1924;01.09.2021;Suisse total
Danemark;4010;8436;01.09.2021;Suisse total
Egypte;528;1811;01.09.2021;Suisse total
Emirats Arabes Unis;12185;29583;01.09.2021;Suisse total
Espagne;12415;25941;01.09.2021;Suisse total
Estonie;598;1370;01.09.2021;Suisse total
Etats-Unis d'Amérique;55295;123573;01.09.2021;Suisse total
Finlande;1621;3795;01.09.2021;Suisse total
France;56108;99547;01.09.2021;Suisse total
Grèce;1769;4592;01.09.2021;Suisse total
Hongkong;412;1040;01.09.2021;Suisse total
Hongrie;2272;6343;01.09.2021;Suisse total
Inde;4818;12960;01.09.2021;Suisse total
Indonésie;373;842;01.09.2021;Suisse total
Iran (Perse);152;364;01.09.2021;Suisse total
Irlande (Eire);1894;4420;01.09.2021;Suisse total
Islande;344;748;01.09.2021;Suisse total
Israël;6659;13208;01.09.2021;Suisse total
Italie;30054;60816;01.09.2021;Suisse total
Japon;823;2261;01.09.2021;Suisse total
Koweït;2422;6725;01.09.2021;Suisse total
Lettonie;456;1030;01.09.2021;Suisse total
Liechtenstein;1817;3314;01.09.2021;Suisse total
Lituanie;486;1039;01.09.2021;Suisse total
Luxembourg;3388;7594;01.09.2021;Suisse total
Malaisie;238;740;01.09.2021;Suisse total
Malte;528;1215;01.09.2021;Suisse total
Mexique;1542;3319;01.09.2021;Suisse total
Norvège;1456;3517;01.09.2021;Suisse total
Nouvelle-Zélande, Océanie;346;854;01.09.2021;Suisse total
Oman;357;972;01.09.2021;Suisse total
Pays-Bas;32412;65727;01.09.2021;Suisse total
Philippines;235;899;01.09.2021;Suisse total
Pologne;5493;13666;01.09.2021;Suisse total
Portugal;4155;9709;01.09.2021;Suisse total
Qatar;1728;5242;01.09.2021;Suisse total
République de Corée;1001;2139;01.09.2021;Suisse total
République tchèque;2958;6621;01.09.2021;Suisse total
Roumanie;2602;7808;01.09.2021;Suisse total
Royaume-Uni;22783;54169;01.09.2021;Suisse total
Russie;3361;9803;01.09.2021;Suisse total
Serbie;736;1641;01.09.2021;Suisse total
Singapour;1135;2729;01.09.2021;Suisse total
Slovaquie;883;2858;01.09.2021;Suisse total
Slovénie;876;2137;01.09.2021;Suisse total
Suède;4091;9759;01.09.2021;Suisse total
Suisse;1072947;2118770;01.09.2021;Suisse total
Thaïlande;721;1742;01.09.2021;Suisse total
Turquie;1496;3761;01.09.2021;Suisse total
Ukraine;2124;4845;01.09.2021;Suisse total
Afrique du Sud;58;189;01.09.2021;VD total
Allemagne;5371;11076;01.09.2021;VD total
Arabie Saoudite;866;2541;01.09.2021;VD total
Argentine;25;64;01.09.2021;VD total
Australie;46;145;01.09.2021;VD total
Autres Afrique;189;646;01.09.2021;VD total
Autres Afrique du Nord;214;1067;01.09.2021;VD total
Autres Amérique centrale, Caraïbes;62;241;01.09.2021;VD total
Autres Amérique du Sud;79;171;01.09.2021;VD total
Autres Asie de l'Est;79;246;01.09.2021;VD total
Autres Asie de l'Ouest;95;561;01.09.2021;VD total
Autres Europe;293;706;01.09.2021;VD total
Autriche;461;1107;01.09.2021;VD total
Bahreïn;15;28;01.09.2021;VD total
Belgique;1546;4305;01.09.2021;VD total
Biélorussie;10;35;01.09.2021;VD total
Brésil;544;1425;01.09.2021;VD total
Bulgarie;120;650;01.09.2021;VD total
Canada;375;872;01.09.2021;VD total
Chili;23;51;01.09.2021;VD total
Chine (sans Hongkong);191;807;01.09.2021;VD total
Chine (Taiwan);16;50;01.09.2021;VD total
Chypre;35;109;01.09.2021;VD total
Croatie;38;109;01.09.2021;VD total
Danemark;223;545;01.09.2021;VD total
Egypte;48;176;01.09.2021;VD total
Emirats Arabes Unis;815;2106;01.09.2021;VD total
Espagne;1051;2342;01.09.2021;VD total
Estonie;26;57;01.09.2021;VD total
Etats-Unis d'Amérique;3935;10201;01.09.2021;VD total
Finlande;112;252;01.09.2021;VD total
France;11666;20713;01.09.2021;VD total
Grèce;181;521;01.09.2021;VD total
Hongkong;35;76;01.09.2021;VD total
Hongrie;190;497;01.09.2021;VD total
Inde;379;1096;01.09.2021;VD total
Indonésie;36;81;01.09.2021;VD total
Iran (Perse);1;2;01.09.2021;VD total
Irlande (Eire);147;344;01.09.2021;VD total
Islande;16;50;01.09.2021;VD total
Israël;222;471;01.09.2021;VD total
Italie;2562;5212;01.09.2021;VD total
Japon;65;167;01.09.2021;VD total
Koweït;212;802;01.09.2021;VD total
Lettonie;27;74;01.09.2021;VD total
Liechtenstein;76;159;01.09.2021;VD total
Lituanie;35;72;01.09.2021;VD total
Luxembourg;246;645;01.09.2021;VD total
Malaisie;19;46;01.09.2021;VD total
Malte;24;85;01.09.2021;VD total
Mexique;154;330;01.09.2021;VD total
Norvège;98;300;01.09.2021;VD total
Nouvelle-Zélande, Océanie;21;38;01.09.2021;VD total
Oman;30;101;01.09.2021;VD total
Pays-Bas;1312;2728;01.09.2021;VD total
Philippines;16;125;01.09.2021;VD total
Pologne;353;992;01.09.2021;VD total
Portugal;485;1333;01.09.2021;VD total
Qatar;78;335;01.09.2021;VD total
République de Corée;45;124;01.09.2021;VD total
République tchèque;190;442;01.09.2021;VD total
Roumanie;240;650;01.09.2021;VD total
Royaume-Uni;1906;4453;01.09.2021;VD total
Russie;414;1512;01.09.2021;VD total
Serbie;58;125;01.09.2021;VD total
Singapour;95;273;01.09.2021;VD total
Slovaquie;56;127;01.09.2021;VD total
Slovénie;48;113;01.09.2021;VD total
Suède;269;663;01.09.2021;VD total
Suisse;79983;146054;01.09.2021;VD total
Thaïlande;46;95;01.09.2021;VD total
Turquie;102;326;01.09.2021;VD total
Ukraine;159;362;01.09.2021;VD total
Afrique du Sud;2;4;01.09.2021;Alpes VD
Allemagne;488;1043;01.09.2021;Alpes VD
Arabie Saoudite;10;17;01.09.2021;Alpes VD
Autres Afrique;19;34;01.09.2021;Alpes VD
Autres Afrique du Nord;6;12;01.09.2021;Alpes VD
Autres Amérique centrale, Caraïbes;3;31;01.09.2021;Alpes VD
Autres Amérique du Sud;1;2;01.09.2021;Alpes VD
Autres Asie de l'Est;1;1;01.09.2021;Alpes VD
Autres Asie de l'Ouest;2;14;01.09.2021;Alpes VD
Autres Europe;8;20;01.09.2021;Alpes VD
Autriche;59;278;01.09.2021;Alpes VD
Belgique;274;1570;01.09.2021;Alpes VD
Brésil;7;7;01.09.2021;Alpes VD
Bulgarie;7;39;01.09.2021;Alpes VD
Canada;21;30;01.09.2021;Alpes VD
Chine (sans Hongkong);19;155;01.09.2021;Alpes VD
Chypre;1;1;01.09.2021;Alpes VD
Croatie;;;01.09.2021;Alpes VD
Danemark;3;5;01.09.2021;Alpes VD
Egypte;2;2;01.09.2021;Alpes VD
Emirats Arabes Unis;47;56;01.09.2021;Alpes VD
Espagne;38;68;01.09.2021;Alpes VD
Estonie;2;2;01.09.2021;Alpes VD
Etats-Unis d'Amérique;63;126;01.09.2021;Alpes VD
Finlande;2;2;01.09.2021;Alpes VD
France;904;1411;01.09.2021;Alpes VD
Grèce;2;3;01.09.2021;Alpes VD
Hongkong;8;8;01.09.2021;Alpes VD
Hongrie;44;132;01.09.2021;Alpes VD
Inde;82;215;01.09.2021;Alpes VD
Irlande (Eire);3;3;01.09.2021;Alpes VD
Israël;8;12;01.09.2021;Alpes VD
Italie;150;339;01.09.2021;Alpes VD
Japon;1;1;01.09.2021;Alpes VD
Koweït;3;5;01.09.2021;Alpes VD
Liechtenstein;5;10;01.09.2021;Alpes VD
Lituanie;5;6;01.09.2021;Alpes VD
Luxembourg;4;28;01.09.2021;Alpes VD
Mexique;32;66;01.09.2021;Alpes VD
Norvège;2;2;01.09.2021;Alpes VD
Nouvelle-Zélande, Océanie;;;01.09.2021;Alpes VD
Oman;1;3;01.09.2021;Alpes VD
Pays-Bas;68;158;01.09.2021;Alpes VD
Pologne;17;18;01.09.2021;Alpes VD
Portugal;12;14;01.09.2021;Alpes VD
Qatar;1;2;01.09.2021;Alpes VD
République tchèque;3;7;01.09.2021;Alpes VD
Roumanie;11;50;01.09.2021;Alpes VD
Royaume-Uni;98;204;01.09.2021;Alpes VD
Russie;37;76;01.09.2021;Alpes VD
Singapour;1;1;01.09.2021;Alpes VD
Slovénie;4;4;01.09.2021;Alpes VD
Suède;15;32;01.09.2021;Alpes VD
Suisse;14471;26094;01.09.2021;Alpes VD
Thaïlande;3;4;01.09.2021;Alpes VD
Turquie;6;7;01.09.2021;Alpes VD
Allemagne;84;182;01.09.2021;Aigle-Leysin-Les Mosses
Autres Afrique;5;6;01.09.2021;Aigle-Leysin-Les Mosses
Autres Afrique du Nord;;;01.09.2021;Aigle-Leysin-Les Mosses
Autres Amérique centrale, Caraïbes;2;8;01.09.2021;Aigle-Leysin-Les Mosses
Autriche;50;263;01.09.2021;Aigle-Leysin-Les Mosses
Belgique;182;1328;01.09.2021;Aigle-Leysin-Les Mosses
Bulgarie;1;1;01.09.2021;Aigle-Leysin-Les Mosses
Canada;1;1;01.09.2021;Aigle-Leysin-Les Mosses
Chine (sans Hongkong);1;1;01.09.2021;Aigle-Leysin-Les Mosses
Chypre;1;1;01.09.2021;Aigle-Leysin-Les Mosses
Croatie;;;01.09.2021;Aigle-Leysin-Les Mosses
Danemark;1;1;01.09.2021;Aigle-Leysin-Les Mosses
Egypte;2;2;01.09.2021;Aigle-Leysin-Les Mosses
Espagne;13;20;01.09.2021;Aigle-Leysin-Les Mosses
Estonie;2;2;01.09.2021;Aigle-Leysin-Les Mosses
Etats-Unis d'Amérique;16;24;01.09.2021;Aigle-Leysin-Les Mosses
France;102;149;01.09.2021;Aigle-Leysin-Les Mosses
Hongkong;1;1;01.09.2021;Aigle-Leysin-Les Mosses
Inde;1;2;01.09.2021;Aigle-Leysin-Les Mosses
Irlande (Eire);;;01.09.2021;Aigle-Leysin-Les Mosses
Italie;25;51;01.09.2021;Aigle-Leysin-Les Mosses
Liechtenstein;2;5;01.09.2021;Aigle-Leysin-Les Mosses
Lituanie;5;6;01.09.2021;Aigle-Leysin-Les Mosses
Pays-Bas;14;19;01.09.2021;Aigle-Leysin-Les Mosses
Pologne;7;8;01.09.2021;Aigle-Leysin-Les Mosses
Portugal;3;3;01.09.2021;Aigle-Leysin-Les Mosses
République tchèque;1;5;01.09.2021;Aigle-Leysin-Les Mosses
Royaume-Uni;10;12;01.09.2021;Aigle-Leysin-Les Mosses
Russie;1;1;01.09.2021;Aigle-Leysin-Les Mosses
Suède;2;8;01.09.2021;Aigle-Leysin-Les Mosses
Suisse;5297;11429;01.09.2021;Aigle-Leysin-Les Mosses
Turquie;1;2;01.09.2021;Aigle-Leysin-Les Mosses
Allemagne;;;01.09.2021;Avenches et env.
Autriche;;;01.09.2021;Avenches et env.
Belgique;;;01.09.2021;Avenches et env.
Bulgarie;2;60;01.09.2021;Avenches et env.
France;1;30;01.09.2021;Avenches et env.
Italie;;;01.09.2021;Avenches et env.
Liechtenstein;;;01.09.2021;Avenches et env.
Pays-Bas;;;01.09.2021;Avenches et env.
Pologne;1;30;01.09.2021;Avenches et env.
Suisse;653;1142;01.09.2021;Avenches et env.
Allemagne;67;107;01.09.2021;Château-d'Oex-Rougemont-Rossini
Arabie Saoudite;3;9;01.09.2021;Château-d'Oex-Rougemont-Rossini
Autres Afrique;1;1;01.09.2021;Château-d'Oex-Rougemont-Rossini
Autres Asie de l'Ouest;;;01.09.2021;Château-d'Oex-Rougemont-Rossini
Autriche;1;1;01.09.2021;Château-d'Oex-Rougemont-Rossini
Belgique;13;15;01.09.2021;Château-d'Oex-Rougemont-Rossini
Canada;1;1;01.09.2021;Château-d'Oex-Rougemont-Rossini
Chine (sans Hongkong);;;01.09.2021;Château-d'Oex-Rougemont-Rossini
Danemark;2;4;01.09.2021;Château-d'Oex-Rougemont-Rossini
Emirats Arabes Unis;7;11;01.09.2021;Château-d'Oex-Rougemont-Rossini
Espagne;4;4;01.09.2021;Château-d'Oex-Rougemont-Rossini
Etats-Unis d'Amérique;13;16;01.09.2021;Château-d'Oex-Rougemont-Rossini
Finlande;2;2;01.09.2021;Château-d'Oex-Rougemont-Rossini
France;126;284;01.09.2021;Château-d'Oex-Rougemont-Rossini
Hongrie;;;01.09.2021;Château-d'Oex-Rougemont-Rossini
Inde;78;198;01.09.2021;Château-d'Oex-Rougemont-Rossini
Italie;31;42;01.09.2021;Château-d'Oex-Rougemont-Rossini
Luxembourg;;;01.09.2021;Château-d'Oex-Rougemont-Rossini
Pays-Bas;9;39;01.09.2021;Château-d'Oex-Rougemont-Rossini
Portugal;4;4;01.09.2021;Château-d'Oex-Rougemont-Rossini
Roumanie;1;1;01.09.2021;Château-d'Oex-Rougemont-Rossini
Royaume-Uni;20;41;01.09.2021;Château-d'Oex-Rougemont-Rossini
Russie;1;1;01.09.2021;Château-d'Oex-Rougemont-Rossini
Suède;4;6;01.09.2021;Château-d'Oex-Rougemont-Rossini
Suisse;1676;2627;01.09.2021;Château-d'Oex-Rougemont-Rossini
Allemagne;2;4;01.09.2021;Echallens et env.
Autriche;2;2;01.09.2021;Echallens et env.
Belgique;2;4;01.09.2021;Echallens et env.
France;7;77;01.09.2021;Echallens et env.
Italie;2;2;01.09.2021;Echallens et env.
Pays-Bas;2;2;01.09.2021;Echallens et env.
République tchèque;;;01.09.2021;Echallens et env.
Royaume-Uni;;;01.09.2021;Echallens et env.
Suisse;18;114;01.09.2021;Echallens et env.
Afrique du Sud;26;94;01.09.2021;Lausanne agglo.
Allemagne;2251;4781;01.09.2021;Lausanne agglo.
Arabie Saoudite;313;974;01.09.2021;Lausanne agglo.
Argentine;15;29;01.09.2021;Lausanne agglo.
Australie;17;93;01.09.2021;Lausanne agglo.
Autres Afrique;95;309;01.09.2021;Lausanne agglo.
Autres Afrique du Nord;127;624;01.09.2021;Lausanne agglo.
Autres Amérique centrale, Caraïbes;29;121;01.09.2021;Lausanne agglo.
Autres Amérique du Sud;50;114;01.09.2021;Lausanne agglo.
Autres Asie de l'Est;51;197;01.09.2021;Lausanne agglo.
Autres Asie de l'Ouest;72;508;01.09.2021;Lausanne agglo.
Autres Europe;86;241;01.09.2021;Lausanne agglo.
Autriche;203;467;01.09.2021;Lausanne agglo.
Bahreïn;2;4;01.09.2021;Lausanne agglo.
Belgique;738;1605;01.09.2021;Lausanne agglo.
Biélorussie;8;16;01.09.2021;Lausanne agglo.
Brésil;271;767;01.09.2021;Lausanne agglo.
Bulgarie;68;422;01.09.2021;Lausanne agglo.
Canada;188;496;01.09.2021;Lausanne agglo.
Chili;10;28;01.09.2021;Lausanne agglo.
Chine (sans Hongkong);105;516;01.09.2021;Lausanne agglo.
Chine (Taiwan);11;43;01.09.2021;Lausanne agglo.
Chypre;22;64;01.09.2021;Lausanne agglo.
Croatie;25;72;01.09.2021;Lausanne agglo.
Danemark;116;309;01.09.2021;Lausanne agglo.
Egypte;29;143;01.09.2021;Lausanne agglo.
Emirats Arabes Unis;241;659;01.09.2021;Lausanne agglo.
Espagne;707;1569;01.09.2021;Lausanne agglo.
Estonie;20;44;01.09.2021;Lausanne agglo.
Etats-Unis d'Amérique;1775;4315;01.09.2021;Lausanne agglo.
Finlande;75;153;01.09.2021;Lausanne agglo.
France;6462;11593;01.09.2021;Lausanne agglo.
Grèce;122;373;01.09.2021;Lausanne agglo.
Hongkong;19;50;01.09.2021;Lausanne agglo.
Hongrie;71;165;01.09.2021;Lausanne agglo.
Inde;86;242;01.09.2021;Lausanne agglo.
Indonésie;9;17;01.09.2021;Lausanne agglo.
Iran (Perse);;;01.09.2021;Lausanne agglo.
Irlande (Eire);83;203;01.09.2021;Lausanne agglo.
Islande;10;34;01.09.2021;Lausanne agglo.
Israël;97;241;01.09.2021;Lausanne agglo.
Italie;1405;2947;01.09.2021;Lausanne agglo.
Japon;36;75;01.09.2021;Lausanne agglo.
Koweït;62;174;01.09.2021;Lausanne agglo.
Lettonie;7;9;01.09.2021;Lausanne agglo.
Liechtenstein;43;100;01.09.2021;Lausanne agglo.
Lituanie;17;34;01.09.2021;Lausanne agglo.
Luxembourg;136;298;01.09.2021;Lausanne agglo.
Malaisie;17;40;01.09.2021;Lausanne agglo.
Malte;8;29;01.09.2021;Lausanne agglo.
Mexique;51;120;01.09.2021;Lausanne agglo.
Norvège;62;211;01.09.2021;Lausanne agglo.
Nouvelle-Zélande, Océanie;11;13;01.09.2021;Lausanne agglo.
Oman;5;34;01.09.2021;Lausanne agglo.
Pays-Bas;595;1363;01.09.2021;Lausanne agglo.
Philippines;9;107;01.09.2021;Lausanne agglo.
Pologne;150;465;01.09.2021;Lausanne agglo.
Portugal;285;776;01.09.2021;Lausanne agglo.
Qatar;43;201;01.09.2021;Lausanne agglo.
République de Corée;25;66;01.09.2021;Lausanne agglo.
République tchèque;88;236;01.09.2021;Lausanne agglo.
Roumanie;164;395;01.09.2021;Lausanne agglo.
Royaume-Uni;862;2146;01.09.2021;Lausanne agglo.
Russie;241;1062;01.09.2021;Lausanne agglo.
Serbie;25;54;01.09.2021;Lausanne agglo.
Singapour;60;179;01.09.2021;Lausanne agglo.
Slovaquie;33;58;01.09.2021;Lausanne agglo.
Slovénie;29;83;01.09.2021;Lausanne agglo.
Suède;112;313;01.09.2021;Lausanne agglo.
Suisse;26539;50618;01.09.2021;Lausanne agglo.
Thaïlande;21;38;01.09.2021;Lausanne agglo.
Turquie;66;251;01.09.2021;Lausanne agglo.
Ukraine;68;160;01.09.2021;Lausanne agglo.
Afrique du Sud;23;81;01.09.2021;Montreux Riviera
Allemagne;1610;3267;01.09.2021;Montreux Riviera
Arabie Saoudite;489;1394;01.09.2021;Montreux Riviera
Argentine;10;35;01.09.2021;Montreux Riviera
Australie;18;31;01.09.2021;Montreux Riviera
Autres Afrique;48;228;01.09.2021;Montreux Riviera
Autres Afrique du Nord;12;86;01.09.2021;Montreux Riviera
Autres Amérique centrale, Caraïbes;25;66;01.09.2021;Montreux Riviera
Autres Amérique du Sud;17;41;01.09.2021;Montreux Riviera
Autres Asie de l'Est;25;40;01.09.2021;Montreux Riviera
Autres Asie de l'Ouest;13;20;01.09.2021;Montreux Riviera
Autres Europe;22;72;01.09.2021;Montreux Riviera
Autriche;118;200;01.09.2021;Montreux Riviera
Bahreïn;12;20;01.09.2021;Montreux Riviera
Belgique;324;750;01.09.2021;Montreux Riviera
Biélorussie;1;16;01.09.2021;Montreux Riviera
Brésil;251;571;01.09.2021;Montreux Riviera
Bulgarie;28;99;01.09.2021;Montreux Riviera
Canada;134;277;01.09.2021;Montreux Riviera
Chili;11;21;01.09.2021;Montreux Riviera
Chine (sans Hongkong);57;115;01.09.2021;Montreux Riviera
Chine (Taiwan);5;7;01.09.2021;Montreux Riviera
Chypre;7;12;01.09.2021;Montreux Riviera
Croatie;4;7;01.09.2021;Montreux Riviera
Danemark;72;163;01.09.2021;Montreux Riviera
Egypte;15;27;01.09.2021;Montreux Riviera
Emirats Arabes Unis;504;1341;01.09.2021;Montreux Riviera
Espagne;160;381;01.09.2021;Montreux Riviera
Estonie;4;11;01.09.2021;Montreux Riviera
Etats-Unis d'Amérique;1942;5376;01.09.2021;Montreux Riviera
Finlande;23;51;01.09.2021;Montreux Riviera
France;2350;4398;01.09.2021;Montreux Riviera
Grèce;37;93;01.09.2021;Montreux Riviera
Hongkong;3;11;01.09.2021;Montreux Riviera
Hongrie;55;142;01.09.2021;Montreux Riviera
Inde;201;576;01.09.2021;Montreux Riviera
Indonésie;27;64;01.09.2021;Montreux Riviera
Iran (Perse);1;2;01.09.2021;Montreux Riviera
Irlande (Eire);36;79;01.09.2021;Montreux Riviera
Islande;5;12;01.09.2021;Montreux Riviera
Israël;108;198;01.09.2021;Montreux Riviera
Italie;562;1007;01.09.2021;Montreux Riviera
Japon;23;81;01.09.2021;Montreux Riviera
Koweït;127;573;01.09.2021;Montreux Riviera
Lettonie;9;16;01.09.2021;Montreux Riviera
Liechtenstein;18;32;01.09.2021;Montreux Riviera
Lituanie;9;24;01.09.2021;Montreux Riviera
Luxembourg;86;258;01.09.2021;Montreux Riviera
Malaisie;1;1;01.09.2021;Montreux Riviera
Malte;7;10;01.09.2021;Montreux Riviera
Mexique;70;142;01.09.2021;Montreux Riviera
Norvège;25;64;01.09.2021;Montreux Riviera
Nouvelle-Zélande, Océanie;6;10;01.09.2021;Montreux Riviera
Oman;18;58;01.09.2021;Montreux Riviera
Pays-Bas;448;827;01.09.2021;Montreux Riviera
Philippines;6;16;01.09.2021;Montreux Riviera
Pologne;132;302;01.09.2021;Montreux Riviera
Portugal;94;246;01.09.2021;Montreux Riviera
Qatar;29;123;01.09.2021;Montreux Riviera
République de Corée;19;52;01.09.2021;Montreux Riviera
République tchèque;62;138;01.09.2021;Montreux Riviera
Roumanie;57;167;01.09.2021;Montreux Riviera
Royaume-Uni;675;1339;01.09.2021;Montreux Riviera
Russie;107;282;01.09.2021;Montreux Riviera
Serbie;17;27;01.09.2021;Montreux Riviera
Singapour;28;62;01.09.2021;Montreux Riviera
Slovaquie;8;11;01.09.2021;Montreux Riviera
Slovénie;4;5;01.09.2021;Montreux Riviera
Suède;107;233;01.09.2021;Montreux Riviera
Suisse;21300;38103;01.09.2021;Montreux Riviera
Thaïlande;19;50;01.09.2021;Montreux Riviera
Turquie;22;53;01.09.2021;Montreux Riviera
Ukraine;72;161;01.09.2021;Montreux Riviera
Allemagne;204;368;01.09.2021;Morges et env.
Arabie Saoudite;9;41;01.09.2021;Morges et env.
Australie;10;20;01.09.2021;Morges et env.
Autres Afrique;3;34;01.09.2021;Morges et env.
Autres Afrique du Nord;7;99;01.09.2021;Morges et env.
Autres Amérique centrale, Caraïbes;2;4;01.09.2021;Morges et env.
Autres Asie de l'Ouest;1;2;01.09.2021;Morges et env.
Autres Europe;162;288;01.09.2021;Morges et env.
Autriche;13;23;01.09.2021;Morges et env.
Belgique;61;113;01.09.2021;Morges et env.
Brésil;6;18;01.09.2021;Morges et env.
Bulgarie;1;3;01.09.2021;Morges et env.
Canada;8;28;01.09.2021;Morges et env.
Chine (sans Hongkong);2;2;01.09.2021;Morges et env.
Croatie;1;2;01.09.2021;Morges et env.
Danemark;7;10;01.09.2021;Morges et env.
Emirats Arabes Unis;1;2;01.09.2021;Morges et env.
Espagne;27;68;01.09.2021;Morges et env.
Etats-Unis d'Amérique;22;43;01.09.2021;Morges et env.
Finlande;3;10;01.09.2021;Morges et env.
France;376;753;01.09.2021;Morges et env.
Grèce;3;7;01.09.2021;Morges et env.
Hongrie;3;5;01.09.2021;Morges et env.
Inde;1;5;01.09.2021;Morges et env.
Irlande (Eire);7;13;01.09.2021;Morges et env.
Italie;75;164;01.09.2021;Morges et env.
Japon;2;2;01.09.2021;Morges et env.
Koweït;6;16;01.09.2021;Morges et env.
Liechtenstein;;;01.09.2021;Morges et env.
Luxembourg;3;36;01.09.2021;Morges et env.
Norvège;1;1;01.09.2021;Morges et env.
Nouvelle-Zélande, Océanie;1;3;01.09.2021;Morges et env.
Pays-Bas;42;70;01.09.2021;Morges et env.
Philippines;0;1;01.09.2021;Morges et env.
Pologne;9;28;01.09.2021;Morges et env.
Portugal;10;91;01.09.2021;Morges et env.
République tchèque;3;3;01.09.2021;Morges et env.
Royaume-Uni;49;88;01.09.2021;Morges et env.
Russie;4;13;01.09.2021;Morges et env.
Serbie;10;12;01.09.2021;Morges et env.
Singapour;1;4;01.09.2021;Morges et env.
Slovaquie;3;5;01.09.2021;Morges et env.
Suède;7;22;01.09.2021;Morges et env.
Suisse;2639;4726;01.09.2021;Morges et env.
Thaïlande;;;01.09.2021;Morges et env.
Ukraine;1;3;01.09.2021;Morges et env.
Allemagne;26;34;01.09.2021;Moudon et env.
Arabie Saoudite;1;4;01.09.2021;Moudon et env.
Autriche;4;4;01.09.2021;Moudon et env.
Belgique;2;14;01.09.2021;Moudon et env.
Chine (sans Hongkong);1;3;01.09.2021;Moudon et env.
France;34;47;01.09.2021;Moudon et env.
Israël;2;2;01.09.2021;Moudon et env.
Italie;28;81;01.09.2021;Moudon et env.
Pays-Bas;4;8;01.09.2021;Moudon et env.
Royaume-Uni;2;2;01.09.2021;Moudon et env.
Serbie;1;1;01.09.2021;Moudon et env.
Suisse;415;833;01.09.2021;Moudon et env.
Afrique du Sud;7;10;01.09.2021;Nyon-St-Cergue et env.
Allemagne;482;1053;01.09.2021;Nyon-St-Cergue et env.
Arabie Saoudite;44;111;01.09.2021;Nyon-St-Cergue et env.
Argentine;;;01.09.2021;Nyon-St-Cergue et env.
Australie;;;01.09.2021;Nyon-St-Cergue et env.
Autres Afrique;22;31;01.09.2021;Nyon-St-Cergue et env.
Autres Afrique du Nord;59;237;01.09.2021;Nyon-St-Cergue et env.
Autres Amérique centrale, Caraïbes;3;19;01.09.2021;Nyon-St-Cergue et env.
Autres Amérique du Sud;5;6;01.09.2021;Nyon-St-Cergue et env.
Autres Asie de l'Est;2;8;01.09.2021;Nyon-St-Cergue et env.
Autres Asie de l'Ouest;7;17;01.09.2021;Nyon-St-Cergue et env.
Autres Europe;14;55;01.09.2021;Nyon-St-Cergue et env.
Autriche;45;102;01.09.2021;Nyon-St-Cergue et env.
Bahreïn;1;4;01.09.2021;Nyon-St-Cergue et env.
Belgique;88;141;01.09.2021;Nyon-St-Cergue et env.
Biélorussie;1;3;01.09.2021;Nyon-St-Cergue et env.
Brésil;4;53;01.09.2021;Nyon-St-Cergue et env.
Bulgarie;12;25;01.09.2021;Nyon-St-Cergue et env.
Canada;17;34;01.09.2021;Nyon-St-Cergue et env.
Chine (sans Hongkong);7;16;01.09.2021;Nyon-St-Cergue et env.
Chypre;5;32;01.09.2021;Nyon-St-Cergue et env.
Croatie;6;24;01.09.2021;Nyon-St-Cergue et env.
Danemark;22;50;01.09.2021;Nyon-St-Cergue et env.
Egypte;2;4;01.09.2021;Nyon-St-Cergue et env.
Emirats Arabes Unis;22;48;01.09.2021;Nyon-St-Cergue et env.
Espagne;83;188;01.09.2021;Nyon-St-Cergue et env.
Etats-Unis d'Amérique;96;269;01.09.2021;Nyon-St-Cergue et env.
Finlande;6;30;01.09.2021;Nyon-St-Cergue et env.
France;900;1371;01.09.2021;Nyon-St-Cergue et env.
Grèce;16;44;01.09.2021;Nyon-St-Cergue et env.
